meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
TS3010d,A,8.64,10.46,1.82,TS3010d.A.dialog-act.dharshi.1,,,,,,,,,False, Okay.,1,minor,Stall
TS3010d,A,10.46,14.89,4.43,TS3010d.A.dialog-act.dharshi.2,A,,0.0,,True,False,0.0,[],False," So, now um, last time.",5,task,Inform
TS3010d,A,14.89,18.59,3.7,TS3010d.A.dialog-act.dharshi.3,A,A,5.84,0.0,False,False,0.0,[],False, Can you uh push the button?,6,task,Suggest
TS3010d,A,18.59,21.36,2.77,TS3010d.A.dialog-act.dharshi.4,,,,,,,,,False, One time please.,3,task,Suggest
TS3010d,A,21.36,22.254,0.894,TS3010d.A.dialog-act.dharshi.5,,,,,,,,,False, So,1,minor,Stall
TS3010d,A,24.43,25.81,1.38,TS3010d.A.dialog-act.dharshi.6,A,A,1.56,5.84,False,False,0.0,[],False, I'm still the secretary.,4,task,Inform
TS3010d,A,27.37,31.62,4.25,TS3010d.A.dialog-act.dharshi.7,A,A,0.0,1.56,False,False,0.0,[],False," Now uh, I ask you to presentate the prototype.",9,task,Suggest
TS3010d,A,31.62,33.3,1.68,TS3010d.A.dialog-act.dharshi.8,B,A,3.38,0.0,False,False,0.0,[],False, One of your you two.,5,task,Suggest
TS3010d,B,34.548,35.14,0.592,TS3010d.B.dialog-act.dharshi.1,,,,,,,,,False,,0,minor,Fragment
TS3010d,C,35.16,36.401,1.241,TS3010d.C.dialog-act.dharshi.1,,,,,,,,,False, I don't care.,3,task,Assess
TS3010d,B,36.68,37.75,1.07,TS3010d.B.dialog-act.dharshi.2,B,A,6.65,3.38,True,False,0.0,[],True," Oh this, you mean?",4,other,Comment-About-Understanding
TS3010d,C,37.38,37.75,0.37,TS3010d.C.dialog-act.dharshi.2,,,,,,,,,False, Huh?,1,other,Comment-About-Understanding
TS3010d,A,37.53,39.01,1.48,TS3010d.A.dialog-act.dharshi.9,,,,,,,,,False, Yes. The prototype.,3,task,Inform
TS3010d,B,39.02,39.86,0.84,TS3010d.B.dialog-act.dharshi.3,,,,,,,,,False," Yes, well uh",3,minor,Stall
TS3010d,B,41.2,41.73,0.53,TS3010d.B.dialog-act.dharshi.4,,,,,,,,,False, this is it.,3,task,Inform
TS3010d,C,42.068,44.404,2.336,TS3010d.C.dialog-act.dharshi.3,,,,,,,,,False,,0,minor,Fragment
TS3010d,B,42.535,43.578,1.043,TS3010d.B.dialog-act.dharshi.5,,,,,,,,,False,,0,minor,Fragment
TS3010d,D,42.596,43.94,1.344,TS3010d.D.dialog-act.dharshi.1,,,,,,,,,False, This is it.,3,other,Other
TS3010d,A,43.64,44.34,0.7,TS3010d.A.dialog-act.dharshi.10,,,,,,,,,False," Well, thank you.",3,other,Be-Positive
TS3010d,A,44.34,45.179,0.839,TS3010d.A.dialog-act.dharshi.11,,,,,,,,,False," Uh, now",2,minor,Fragment
TS3010d,B,44.4,46.91,2.51,TS3010d.B.dialog-act.dharshi.6,B,B,0.0,6.65,False,False,0.0,[],False, It's uh it's uh it's yellow.,6,task,Inform
TS3010d,B,46.91,49.33,2.42,TS3010d.B.dialog-act.dharshi.7,B,B,1.24,0.0,False,False,0.0,[],False," And uh, this is rubber.",5,task,Inform
TS3010d,B,50.57,51.94,1.37,TS3010d.B.dialog-act.dharshi.8,B,B,5.16,1.24,False,False,0.0,[],False, And and and this too.,5,task,Inform
TS3010d,B,53.37,53.94,0.57,TS3010d.B.dialog-act.dharshi.9,,,,,,,,,False, The,1,minor,Stall
TS3010d,A,54.299,54.634,0.335,TS3010d.A.dialog-act.dharshi.12,,,,,,,,,False,,0,minor,Fragment
TS3010d,B,55.46,57.1,1.64,TS3010d.B.dialog-act.dharshi.10,,,,,,,,,False, the sides.,2,task,Inform
TS3010d,A,56.54,56.82,0.28,TS3010d.A.dialog-act.dharshi.13,,,,,,,,,False, Yes.,1,minor,Backchannel
TS3010d,B,57.1,58.35,1.25,TS3010d.B.dialog-act.dharshi.11,B,B,6.04,5.16,False,False,0.0,[],False, And the rest is hard plastic.,6,task,Inform
TS3010d,B,60.39,61.354,0.964,TS3010d.B.dialog-act.dharshi.12,,,,,,,,,False, And uh,2,minor,Stall
TS3010d,B,62.43,64.39,1.96,TS3010d.B.dialog-act.dharshi.13,,,,,,,,,False, We uh we had some uh,6,minor,Stall
TS3010d,B,64.39,71.83,7.44,TS3010d.B.dialog-act.dharshi.14,B,B,0.0,6.04,False,False,0.0,[],False, We had a new idea that that this can uh can be uh uh turned inside.,16,task,Inform
TS3010d,C,65.556,66.74,1.184,TS3010d.C.dialog-act.dharshi.4,,,,,,,,,False,,0,minor,Fragment
TS3010d,B,71.83,74.08,2.25,TS3010d.B.dialog-act.dharshi.15,B,B,1.36,0.0,False,False,0.0,[],False, And then it covers the these buttons,7,task,Inform
TS3010d,A,74.67,75.15,0.48,TS3010d.A.dialog-act.dharshi.14,,,,,,,,,False, Okay.,1,task,Assess
TS3010d,B,75.44,76.61,1.17,TS3010d.B.dialog-act.dharshi.16,B,B,0.0,1.36,False,False,0.0,[],False, until here or something.,4,task,Inform
TS3010d,D,75.45,75.78,0.33,TS3010d.D.dialog-act.dharshi.2,,,,,,,,,False, Yes.,1,minor,Backchannel
TS3010d,B,76.61,80.95,4.34,TS3010d.B.dialog-act.dharshi.17,B,B,1.06,0.0,False,False,0.0,[],False, And then you can still use the the power button and the mute and the the joystick.,17,task,Inform
TS3010d,A,81.54,81.96,0.42,TS3010d.A.dialog-act.dharshi.15,,,,,,,,,False, Mm-hmm.,1,minor,Backchannel
TS3010d,B,82.01,84.13,2.12,TS3010d.B.dialog-act.dharshi.18,B,B,0.0,1.06,False,False,0.0,[],False," So, you can still operate uh all the things.",9,task,Inform
TS3010d,B,84.13,85.87,1.74,TS3010d.B.dialog-act.dharshi.19,B,B,2.09,0.0,False,False,0.0,[],False, Because you don't always use the menu.,7,task,Inform
TS3010d,B,87.96,88.9,0.94,TS3010d.B.dialog-act.dharshi.20,B,B,9.27,2.09,False,False,0.0,[],False, And then it can break.,5,task,Inform
TS3010d,A,90.54,92.04,1.5,TS3010d.A.dialog-act.dharshi.16,,,,,,,,,False, Okay.,1,task,Assess
TS3010d,A,92.04,92.8,0.76,TS3010d.A.dialog-act.dharshi.17,,,,,,,,,False, And the buttons?,3,elicit,Elicit-Inform
TS3010d,B,94.58,95.812,1.232,TS3010d.B.dialog-act.dharshi.21,,,,,,,,,False," Uh, well uh",3,minor,Stall
TS3010d,C,96.1,97.204,1.104,TS3010d.C.dialog-act.dharshi.6,,,,,,,,,False, Big.,1,task,Inform
TS3010d,B,97.37,98.17,0.8,TS3010d.B.dialog-act.dharshi.22,,,,,,,,,False, Big buttons.,2,task,Inform
TS3010d,B,98.17,101.3,3.13,TS3010d.B.dialog-act.dharshi.23,B,B,1.87,9.27,False,False,0.0,[],False," And everything is blue, except the power button.",8,task,Inform
TS3010d,B,101.3,102.85,1.55,TS3010d.B.dialog-act.dharshi.24,,,,,,,,,False, And the mute.,3,task,Inform
TS3010d,B,102.85,103.17,0.32,TS3010d.B.dialog-act.dharshi.25,,,,,,,,,False, Of uh,2,minor,Stall
TS3010d,B,103.17,107.22,4.05,TS3010d.B.dialog-act.dharshi.26,B,B,1.75,1.87,False,False,0.0,[],False," yeah, and the mute and the the other button.",9,task,Inform
TS3010d,B,107.22,107.57,0.35,TS3010d.B.dialog-act.dharshi.27,,,,,,,,,False, Yeah.,1,minor,Stall
TS3010d,B,108.97,110.58,1.61,TS3010d.B.dialog-act.dharshi.28,A,B,1.35,1.75,False,False,0.0,[],False, Channel higher channel button.,4,task,Inform
TS3010d,C,108.99,109.363,0.373,TS3010d.C.dialog-act.dharshi.5,,,,,,,,,False,.,0,minor,Fragment
TS3010d,D,110.39,110.69,0.3,TS3010d.D.dialog-act.dharshi.3,,,,,,,,,False, Yeah.,1,minor,Backchannel
TS3010d,A,111.93,115.86,3.93,TS3010d.A.dialog-act.dharshi.18,C,B,4.19,1.35,True,False,0.0,[],True, And the joystick is for the volume and the channels.,10,elicit,Elicit-Inform
TS3010d,B,115.85,116.96,1.11,TS3010d.B.dialog-act.dharshi.29,,,,,,,,,False," Uh, yes. Yes,",3,task,Inform
TS3010d,C,116.14,116.43,0.29,TS3010d.C.dialog-act.dharshi.7,,,,,,,,,False, Yes.,1,task,Inform
TS3010d,B,116.96,117.908,0.948,TS3010d.B.dialog-act.dharshi.30,,,,,,,,,False, that's uh,2,minor,Fragment
TS3010d,C,118.068,118.82,0.752,TS3010d.C.dialog-act.dharshi.8,,,,,,,,,False,,0,minor,Fragment
TS3010d,B,119.66,120.55,0.89,TS3010d.B.dialog-act.dharshi.31,,,,,,,,,False, Very obvious.,2,task,Inform
TS3010d,C,120.05,121.37,1.32,TS3010d.C.dialog-act.dharshi.9,C,A,0.0,4.19,True,False,0.0,[],True, Up is channel up.,4,task,Inform
TS3010d,A,120.216,120.588,0.372,TS3010d.A.dialog-act.dharshi.19,,,,,,,,,False,,0,minor,Fragment
TS3010d,C,121.37,122.56,1.19,TS3010d.C.dialog-act.dharshi.10,C,C,0.0,0.0,False,False,0.0,[],False, Down is channel down.,4,task,Inform
TS3010d,C,122.56,123.91,1.35,TS3010d.C.dialog-act.dharshi.11,C,C,0.0,0.0,False,False,0.0,[],False, To the right is volume up.,6,task,Inform
TS3010d,C,123.91,125.31,1.4,TS3010d.C.dialog-act.dharshi.12,A,C,1.62,0.0,False,False,0.0,[],False, To the left is volume down.,6,task,Inform
TS3010d,B,125.82,126.17,0.35,TS3010d.B.dialog-act.dharshi.32,,,,,,,,,False, Yeah.,1,minor,Backchannel
TS3010d,A,126.93,129.66,2.73,TS3010d.A.dialog-act.dharshi.20,B,C,6.48,1.62,True,False,0.0,[],True," Okay, so if joystick and L_C_D_.",6,task,Assess
TS3010d,A,131.26,133.32,2.06,TS3010d.A.dialog-act.dharshi.21,,,,,,,,,False, What's the R_R_,3,elicit,Elicit-Inform
TS3010d,A,133.32,133.72,0.4,TS3010d.A.dialog-act.dharshi.22,,,,,,,,,False, d,1,minor,Fragment
