meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
IS1006a,B,19.68,19.93,0.25,IS1006a.B.dialog-act.dharshi.1,,,,,,,,,False, Oops.,1,other,Other
IS1006a,A,21.23,22.95,1.72,IS1006a.A.dialog-act.dharshi.1,,,,,,,,,False," So, hello everyone.",3,other,Be-Positive
IS1006a,A,22.95,36.12,13.17,IS1006a.A.dialog-act.dharshi.2,A,,0.0,,True,False,0.0,[],False, We're here to have a kick-off meeting for the design of a f for the beginning of new project um uh remote control for the design for a new remote control.,31,task,Inform
IS1006a,A,36.12,40.26,4.14,IS1006a.A.dialog-act.dharshi.3,A,A,0.0,0.0,False,False,0.0,[],False, I'm the Project Manager Christa Pavlov,6,task,Inform
IS1006a,A,40.26,42.19,1.93,IS1006a.A.dialog-act.dharshi.4,A,A,5.79,0.0,False,False,0.0,[],False, and okay let's begin.,4,task,Suggest
IS1006a,A,43.792,44.672,0.88,IS1006a.A.dialog-act.dharshi.5,,,,,,,,,False,,0,minor,Fragment
IS1006a,D,44.84,45.904,1.064,IS1006a.D.dialog-act.dharshi.1,,,,,,,,,False,,0,minor,Fragment
IS1006a,A,45.4,46.17,0.77,IS1006a.A.dialog-act.dharshi.6,,,,,,,,,False, So,1,minor,Stall
IS1006a,A,47.98,55.29,7.31,IS1006a.A.dialog-act.dharshi.7,A,A,0.0,5.79,False,False,0.0,[],False, I'm first going to do an opening then we get used to one anothers,14,task,Inform
IS1006a,A,55.29,66.67,11.38,IS1006a.A.dialog-act.dharshi.8,A,A,0.0,0.0,False,False,0.0,[],False," and we speak about this tool we're going to design and try to make a project plan,",17,task,Inform
IS1006a,A,66.67,70.81,4.14,IS1006a.A.dialog-act.dharshi.9,A,A,2.87,0.0,False,False,0.0,[],False, some discussion and then we talk of uh the next meeting.,11,task,Inform
IS1006a,A,73.68,79.67,5.99,IS1006a.A.dialog-act.dharshi.10,A,A,0.0,2.87,False,False,0.0,[],False, So um we want to to do a new remote control.,11,task,Inform
IS1006a,A,79.67,83.43,3.76,IS1006a.A.dialog-act.dharshi.11,A,A,3.42,0.0,False,False,0.0,[],False," It has to be original, trendy and user friendly.",9,task,Inform
IS1006a,D,80.655,81.808,1.153,IS1006a.D.dialog-act.dharshi.2,,,,,,,,,False,,0,minor,Fragment
