meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
IS1009d,A,39.38,41.33,1.95,IS1009d.A.dialog-act.dharshi.1,A,,3.05,,True,False,0.0,[],False, Well hi everyone again.,4,other,Be-Positive
IS1009d,B,41.27,41.56,0.29,IS1009d.B.dialog-act.dharshi.1,,,,,,,,,False, Hello.,1,other,Be-Positive
IS1009d,C,41.31,41.55,0.24,IS1009d.C.dialog-act.dharshi.1,,,,,,,,,False, Hello.,1,other,Be-Positive
IS1009d,D,41.82,42.25,0.43,IS1009d.D.dialog-act.dharshi.1,,,,,,,,,False, Hello,1,other,Be-Positive
IS1009d,A,43.24,44.38,1.14,IS1009d.A.dialog-act.dharshi.2,,,,,,,,,False, Um,1,minor,Stall
IS1009d,A,44.38,51.74,7.36,IS1009d.A.dialog-act.dharshi.3,A,A,0.0,3.05,False,False,0.0,[],False, like before we uh I have to redo the meetings from n th the minutes from the last meeting,19,other,Offer
IS1009d,D,50.89,51.34,0.45,IS1009d.D.dialog-act.dharshi.2,,,,,,,,,False, Mm-hmm.,1,minor,Backchannel
IS1009d,A,51.74,54.4,2.66,IS1009d.A.dialog-act.dharshi.4,A,A,1.51,0.0,False,False,0.0,[],False, and so here we go.,5,other,Other
IS1009d,A,55.91,64.64,8.73,IS1009d.A.dialog-act.dharshi.5,A,A,1.03,1.51,False,False,0.0,[],False, Uh it was discussed in the last meeting uh which was opened by the presentation from the interface um,19,task,Inform
IS1009d,B,65.64,67.056,1.416,IS1009d.B.dialog-act.dharshi.2,,,,,,,,,False, Designer.,1,task,Inform
IS1009d,A,65.67,73.83,8.16,IS1009d.A.dialog-act.dharshi.6,A,A,0.0,1.03,False,False,0.0,[],False, designer that uh looks would be very important on this new remote,12,task,Inform
IS1009d,D,67.296,67.712,0.416,IS1009d.D.dialog-act.dharshi.3,,,,,,,,,False,,0,minor,Fragment
IS1009d,A,73.83,79.03,5.2,IS1009d.A.dialog-act.dharshi.7,A,A,0.0,0.0,False,False,0.0,[],False, and um it is to send messages of course to the T_V_.,12,task,Inform
IS1009d,A,79.03,89.79,10.76,IS1009d.A.dialog-act.dharshi.8,A,A,0.41,0.0,False,False,0.0,[],False," It should have nine channel buttons, a next button, volume buttons, subtitle buttons, switch to control features, colour contrast, sharpness etcetera.",21,task,Inform
IS1009d,A,90.2,94.35,4.15,IS1009d.A.dialog-act.dharshi.9,A,A,0.0,0.41,False,False,0.0,[],False," It should have a memory switch, a mute button in case the telephone rings or something.",16,task,Inform
IS1009d,A,94.35,106.53,12.18,IS1009d.A.dialog-act.dharshi.10,A,A,4.386,0.0,False,False,0.0,[],False, Uh speech recognition is one of her very f favourite personal uh features she would like see d d to be integrated in this um in this new remote.,29,task,Inform
IS1009d,A,106.53,107.8,1.27,IS1009d.A.dialog-act.dharshi.11,,,,,,,,,False, Um.,1,minor,Stall
IS1009d,A,110.916,115.52,4.604,IS1009d.A.dialog-act.dharshi.12,A,A,0.0,4.386,False,False,0.0,[],False," Should be child friendly design with few buttons,",8,task,Inform
