meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
ES2003b,C,4.35,6.51,2.16,ES2003b.C.dialog-act.vkaraisk.1,B,,0.79,,True,False,0.0,[],False, Just put it on the deskt desktop.,7,task,Suggest
ES2003b,B,7.05,7.3,0.25,ES2003b.B.dialog-act.vkaraisk.1,,,,,,,,,False, No,1,task,Assess
ES2003b,B,7.3,11.59,4.29,ES2003b.B.dialog-act.vkaraisk.2,B,C,6.98,0.79,True,False,0.0,[],True, on the desktop you'll find you should find that there's a project documents link.,14,task,Inform
ES2003b,B,15.29,15.55,0.26,ES2003b.B.dialog-act.vkaraisk.3,,,,,,,,,False, A,1,minor,Fragment
ES2003b,B,15.55,15.81,0.26,ES2003b.B.dialog-act.vkaraisk.4,,,,,,,,,False, well,1,minor,Stall
ES2003b,B,15.81,17.49,1.68,ES2003b.B.dialog-act.vkaraisk.5,,,,,,,,,False, actually just there.,3,task,Inform
ES2003b,C,16.4,17.17,0.77,ES2003b.C.dialog-act.vkaraisk.2,,,,,,,,,False," Project documents,",2,task,Inform
ES2003b,C,17.17,17.52,0.35,ES2003b.C.dialog-act.vkaraisk.3,,,,,,,,,False, yeah.,1,other,Comment-About-Understanding
ES2003b,B,17.49,18.57,1.08,ES2003b.B.dialog-act.vkaraisk.6,,,,,,,,,False, Yeah. That's it.,3,task,Assess
ES2003b,B,18.57,19.41,0.84,ES2003b.B.dialog-act.vkaraisk.7,C,B,3.19,6.98,False,False,0.0,[],False, If you dump it in there.,6,task,Suggest
ES2003b,C,19.59,20.32,0.73,ES2003b.C.dialog-act.vkaraisk.4,,,,,,,,,False, What's your username?,3,elicit,Elicit-Inform
ES2003b,B,21.55,22.21,0.66,ES2003b.B.dialog-act.vkaraisk.8,,,,,,,,,False, Your username.,2,other,Comment-About-Understanding
ES2003b,C,22.6,23.87,1.27,ES2003b.C.dialog-act.vkaraisk.5,B,B,21.64,3.19,True,False,0.0,[],True, What's your username and password?,5,elicit,Elicit-Inform
ES2003b,C,29.12,29.49,0.37,ES2003b.C.dialog-act.vkaraisk.6,,,,,,,,,False, Mm-hmm.,1,minor,Backchannel
ES2003b,C,34.52,34.74,0.22,ES2003b.C.dialog-act.vkaraisk.7,,,,,,,,,False, Sorry.,1,other,Be-Positive
ES2003b,C,39.45,40.28,0.83,ES2003b.C.dialog-act.vkaraisk.8,,,,,,,,,False, Okay.,1,task,Assess
ES2003b,B,39.62,42.83,3.21,ES2003b.B.dialog-act.vkaraisk.9,,,,,,,,,False, Okay.,1,task,Assess
ES2003b,C,41.82,42.21,0.39,ES2003b.C.dialog-act.vkaraisk.9,,,,,,,,,False, There we go.,3,task,Suggest
ES2003b,B,42.83,43.34,0.51,ES2003b.B.dialog-act.vkaraisk.10,,,,,,,,,False, Excellent.,1,other,Be-Positive
ES2003b,B,43.34,45.51,2.17,ES2003b.B.dialog-act.vkaraisk.11,,,,,,,,,False, Right.,1,minor,Stall
ES2003b,B,45.51,48.6,3.09,ES2003b.B.dialog-act.vkaraisk.12,B,C,2.73,21.64,True,False,0.0,[],True, Hopefully that's us ready to uh to go.,8,task,Inform
ES2003b,B,48.6,50.03,1.43,ES2003b.B.dialog-act.vkaraisk.13,,,,,,,,,False, So.,1,minor,Stall
ES2003b,B,50.03,51.33,1.3,ES2003b.B.dialog-act.vkaraisk.14,,,,,,,,,False, Functional design meeting.,3,task,Inform
ES2003b,B,51.33,54.85,3.52,ES2003b.B.dialog-act.vkaraisk.15,B,B,1.96,2.73,False,False,0.0,[],False, We'll have to flesh out some of the uh stuff. Um,11,task,Suggest
ES2003b,B,56.81,59.46,2.65,ES2003b.B.dialog-act.vkaraisk.16,B,B,0.0,1.96,False,False,0.0,[],False, we'll start with the minutes of the last meeting.,9,task,Suggest
ES2003b,B,59.46,61.01,1.55,ES2003b.B.dialog-act.vkaraisk.17,B,B,1.88,0.0,False,False,0.0,[],False, Not a lot thankfully to say.,6,task,Inform
ES2003b,B,61.01,62.89,1.88,ES2003b.B.dialog-act.vkaraisk.18,,,,,,,,,False," We introduced ourselves,",3,task,Inform
ES2003b,B,62.89,78.62,15.73,ES2003b.B.dialog-act.vkaraisk.19,B,B,0.0,1.88,False,False,0.0,[],False," discussed the possibility of a macro facility, interac interacting the T_V_ a bit more, um mentioning of bar-code, joystick for user manipulation, um and ergonomics of the remote control as well.",31,task,Inform
ES2003b,B,78.62,83.14,4.52,ES2003b.B.dialog-act.vkaraisk.22,B,B,0.0,0.0,False,False,0.0,[],False, Um it's come to my attention the following.,8,task,Inform
ES2003b,B,83.14,87.88,4.74,ES2003b.B.dialog-act.vkaraisk.23,B,B,0.0,0.0,False,False,0.0,[],False, Teletext has become outdated due to the populat popularity of the internet.,12,task,Inform
