meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
IS1004b,A,40.92,42.52,1.6,IS1004b.A.dialog-act.dharshi.1,A,,2.74,,True,False,0.0,[],False, Okay everybody is ready?,4,elicit,Elicit-Inform
IS1004b,A,42.52,45.26,2.74,IS1004b.A.dialog-act.dharshi.2,,,,,,,,,False, Good morning again.,3,other,Be-Positive
IS1004b,A,45.26,48.38,3.12,IS1004b.A.dialog-act.dharshi.3,A,A,3.42,2.74,False,False,0.0,[],False," So, today we are going to have a f second meeting.",11,task,Inform
IS1004b,A,48.38,50.19,1.81,IS1004b.A.dialog-act.dharshi.4,,,,,,,,,False," Oh Michael, hi.",3,other,Be-Positive
IS1004b,B,49.13,49.65,0.52,IS1004b.B.dialog-act.dharshi.1,,,,,,,,,False, Yep.,1,task,Assess
IS1004b,A,50.19,51.8,1.61,IS1004b.A.dialog-act.dharshi.5,,,,,,,,,False, You're late.,2,task,Inform
IS1004b,A,51.8,56.4,4.6,IS1004b.A.dialog-act.dharshi.6,A,A,3.34,3.42,False,False,0.0,[],False, You have a good reason for that?,7,task,Inform
IS1004b,B,52.656,54.67,2.014,IS1004b.B.dialog-act.dharshi.2,,,,,,,,,False, Yes.,1,task,Inform
IS1004b,C,54.06,55.6,1.54,IS1004b.C.dialog-act.dharshi.1,,,,,,,,,False,,0,minor,Fragment
IS1004b,A,56.4,59.74,3.34,IS1004b.A.dialog-act.dharshi.7,,,,,,,,,False, Very good.,2,task,Assess
IS1004b,A,59.74,62.79,3.05,IS1004b.A.dialog-act.dharshi.8,A,A,1.13,3.34,False,False,0.0,[],False," Okay, let's have a look to the agenda today.",9,task,Suggest
IS1004b,A,63.92,69.88,5.96,IS1004b.A.dialog-act.dharshi.9,A,A,0.0,1.13,False,False,0.0,[],False," So, we are going to have a meeting about the functional design.",12,task,Inform
IS1004b,A,69.88,78.3,8.42,IS1004b.A.dialog-act.dharshi.10,A,A,1.71,0.0,False,False,0.0,[],False, Um so first before starting I w just going to uh to go quickly to through the minutes of previous meeting.,21,other,Offer
IS1004b,A,80.01,89.45,9.44,IS1004b.A.dialog-act.dharshi.11,A,A,0.0,1.71,False,False,0.0,[],False," So uh basically we we are not decided if w we should go for a universal or specific uh uh remote control,",22,task,Inform
IS1004b,A,89.45,93.71,4.26,IS1004b.A.dialog-act.dharshi.12,A,A,0.0,0.0,False,False,0.0,[],False, but I have new um new i inputs for about that topics.,12,task,Inform
IS1004b,A,93.71,95.54,1.83,IS1004b.A.dialog-act.dharshi.13,A,A,0.14,0.0,False,False,0.0,[],False, I goin I'm going to share with you.,8,other,Offer
IS1004b,A,95.68,102.53,6.85,IS1004b.A.dialog-act.dharshi.14,A,A,0.0,0.14,False,False,0.0,[],False, And uh basically we decided to um to uh go to individual actions for each of you,17,task,Inform
IS1004b,A,102.53,110.44,7.91,IS1004b.A.dialog-act.dharshi.15,A,A,1.16,0.0,False,False,0.0,[],False, uh so um Industrial Designer should wor was supposed to work on th on th on the working design.,19,task,Inform
IS1004b,C,110.06,110.24,0.18,IS1004b.C.dialog-act.dharshi.2,,,,,,,,,False, Yep.,1,minor,Backchannel
IS1004b,A,110.44,111.6,1.16,IS1004b.A.dialog-act.dharshi.16,,,,,,,,,False, You showed us,3,minor,Stall
IS1004b,A,111.6,115.01,3.41,IS1004b.A.dialog-act.dharshi.17,A,A,0.53,1.16,False,False,0.0,[],False, you ar you you prepare something for us?,8,elicit,Elicit-Inform
IS1004b,C,113.64,114.78,1.14,IS1004b.C.dialog-act.dharshi.3,,,,,,,,,False, Yeah. Yep.,2,task,Inform
IS1004b,A,115.54,121.42,5.88,IS1004b.A.dialog-act.dharshi.18,A,A,0.0,0.53,False,False,0.0,[],False," The U_I_ guy also uh work on that, yeah,",9,task,Inform
