meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
ES2005a,C,0.08,4.8,4.72,ES2005a.C.dialog-act.vkaraisk.2,C,,0.0,,True,False,0.0,[],False," Uh, making a profit of fifty million Euros.",8,task,Inform
ES2005a,A,0.75,0.95,0.2,ES2005a.A.dialog-act.vkaraisk.1,,,,,,,,,False, Alright,1,other,Comment-About-Understanding
ES2005a,A,0.95,1.61,0.66,ES2005a.A.dialog-act.vkaraisk.2,,,,,,,,,False, so twenty five.,3,task,Inform
ES2005a,D,4.08,4.59,0.51,ES2005a.D.dialog-act.vkaraisk.1,,,,,,,,,False, Mm 'kay.,2,minor,Backchannel
ES2005a,C,4.8,9.088,4.288,ES2005a.C.dialog-act.vkaraisk.3,A,C,-2.298,0.0,False,True,2.298,['ES2005a.A.dialog-act.vkaraisk.5'],False," So, it's go gonna have to be be pretty damn trendy.",11,task,Suggest
ES2005a,A,5.43,5.69,0.26,ES2005a.A.dialog-act.vkaraisk.3,,,,,,,,,False," So yeah,",2,minor,Stall
ES2005a,A,5.69,5.961,0.271,ES2005a.A.dialog-act.vkaraisk.4,,,,,,,,,False, I've,1,minor,Fragment
ES2005a,A,6.79,10.33,3.54,ES2005a.A.dialog-act.vkaraisk.5,A,C,0.0,-2.298,True,False,0.0,[],False," The only the only remote controls I've used usually come with the television,",13,task,Inform
ES2005a,A,10.33,13.19,2.86,ES2005a.A.dialog-act.vkaraisk.6,C,A,0.59,0.0,False,False,0.0,[],False, and they're fairly basic.,4,task,Inform
ES2005a,C,10.96,12.09,1.13,ES2005a.C.dialog-act.vkaraisk.4,,,,,,,,,False, Yeah. Yeah.,2,task,Assess
ES2005a,D,11.3,11.57,0.27,ES2005a.D.dialog-act.vkaraisk.2,,,,,,,,,False, Mm-hmm.,1,task,Assess
ES2005a,A,13.19,16.06,2.87,ES2005a.A.dialog-act.vkaraisk.7,,,,,,,,,False, So uh,2,minor,Stall
ES2005a,C,13.78,14.9,1.12,ES2005a.C.dialog-act.vkaraisk.5,C,A,0.0,0.59,True,False,0.0,[],True," Yeah, I was thinking that as well,",7,task,Assess
ES2005a,C,14.9,20.42,5.52,ES2005a.C.dialog-act.vkaraisk.6,D,C,-0.24,0.0,False,True,0.24,['ES2005a.D.dialog-act.vkaraisk.4'],False, I think the the only ones that I've seen that you buy are the sort of one for all type things,21,task,Inform
ES2005a,D,20.18,22.27,2.09,ES2005a.D.dialog-act.vkaraisk.4,C,C,0.22,-0.24,True,False,0.0,[],False, Yeah the universal ones. Yeah.,5,task,Assess
ES2005a,C,20.42,21.45,1.03,ES2005a.C.dialog-act.vkaraisk.7,,,,,,,,,False," where they're,",2,minor,Fragment
ES2005a,C,21.45,22.49,1.04,ES2005a.C.dialog-act.vkaraisk.8,,,,,,,,,False, yeah.,1,task,Assess
ES2005a,A,21.72,22.14,0.42,ES2005a.A.dialog-act.vkaraisk.8,,,,,,,,,False, Mm.,1,minor,Backchannel
ES2005a,C,22.49,26.87,4.38,ES2005a.C.dialog-act.vkaraisk.9,A,D,-1.33,0.22,True,True,1.33,['ES2005a.A.dialog-act.vkaraisk.9'],True, So presumably that might be an idea to put into.,10,task,Suggest
ES2005a,A,25.54,31.5,5.96,ES2005a.A.dialog-act.vkaraisk.9,C,C,0.36,-1.33,True,False,0.0,[],False, But but to sell it for twenty five you need a lot of neat features. For sure.,17,task,Inform
ES2005a,B,26.66,27.16,0.5,ES2005a.B.dialog-act.vkaraisk.1,,,,,,,,,False, Slim.,1,other,Other
ES2005a,D,30.47,30.8,0.33,ES2005a.D.dialog-act.vkaraisk.5,,,,,,,,,False, Yeah.,1,task,Assess
ES2005a,C,30.77,31.86,1.09,ES2005a.C.dialog-act.vkaraisk.11,,,,,,,,,False," Yeah, yeah.",2,task,Assess
ES2005a,C,31.86,37.42,5.56,ES2005a.C.dialog-act.vkaraisk.12,D,A,0.94,0.36,True,False,0.0,[],True," Uh 'cause I mean, what uh twenty five Euros, that's about I dunno, fifteen Pounds or so?",17,elicit,Elicit-Inform
ES2005a,D,38.36,39.47,1.11,ES2005a.D.dialog-act.vkaraisk.6,C,C,-0.81,0.94,True,True,0.81,['ES2005a.C.dialog-act.vkaraisk.13'],True," Mm-hmm, it's about that.",4,task,Inform
ES2005a,C,38.66,40.37,1.71,ES2005a.C.dialog-act.vkaraisk.13,D,D,3.63,-0.81,True,False,0.0,[],False, And that's quite a lot for a remote control.,9,task,Inform
