meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
ES2002d,B,2.41,5.7,3.29,ES2002d.B.dialog-act.dharshi.1,B,,1.06,,True,False,0.0,[],False, Okay we all all set?,5,elicit,Elicit-Inform
ES2002d,B,5.7,6.76,1.06,ES2002d.B.dialog-act.dharshi.2,,,,,,,,,False, Right.,1,minor,Stall
ES2002d,B,6.76,10.67,3.91,ES2002d.B.dialog-act.dharshi.3,B,B,0.0,1.06,False,False,0.0,[],False, Well this is the uh final detailed design meeting.,9,task,Inform
ES2002d,B,10.67,18.22,7.55,ES2002d.B.dialog-act.dharshi.4,B,B,0.0,0.0,False,False,0.0,[],False," Um we're gonna discuss the look and feel design, the user interface design, and we're gonna evaluate the product.",19,task,Inform
ES2002d,B,18.22,23.63,5.41,ES2002d.B.dialog-act.dharshi.5,B,B,0.0,0.0,False,False,0.0,[],False," And the end result of this meeting has to be a decision on the details of this remote control,",19,task,Inform
ES2002d,B,23.63,25.04,1.41,ES2002d.B.dialog-act.dharshi.6,B,B,0.0,0.0,False,False,0.0,[],False," like absolute final decision,",4,task,Inform
ES2002d,B,25.04,30.51,5.47,ES2002d.B.dialog-act.dharshi.7,B,B,1.93,0.0,False,False,0.0,[],False, um and then I'm gonna have to specify the final design in the final report.,15,task,Inform
ES2002d,B,31.0,32.44,1.44,ES2002d.B.dialog-act.dharshi.8,,,,,,,,,False, So um,2,minor,Stall
ES2002d,B,32.44,36.3,3.86,ES2002d.B.dialog-act.dharshi.9,B,B,0.0,1.93,False,False,0.0,[],False," just from from last time to recap,",7,other,Offer
ES2002d,B,36.3,42.53,6.23,ES2002d.B.dialog-act.dharshi.10,B,B,0.0,0.0,False,False,0.0,[],False," we said we were gonna have a snowman shaped remote control with no L_C_D_ display, no need for talk-back,",19,task,Inform
ES2002d,B,42.53,47.55,5.02,ES2002d.B.dialog-act.dharshi.11,B,B,0.0,0.0,False,False,0.0,[],False," it was hopefully gonna be kinetic power and battery uh with rubber buttons,",13,task,Inform
ES2002d,B,47.55,53.09,5.54,ES2002d.B.dialog-act.dharshi.12,B,B,0.0,0.0,False,False,0.0,[],False," maybe backlighting the buttons with some internal L_E_D_s to shine through the casing,",13,task,Inform
ES2002d,B,53.09,54.98,1.89,ES2002d.B.dialog-act.dharshi.13,B,B,0.0,0.0,False,False,0.0,[],False," um hopefully a jog-dial,",4,task,Inform
ES2002d,B,54.98,58.27,3.29,ES2002d.B.dialog-act.dharshi.14,B,B,6.62,0.0,False,False,0.0,[],False, and incorporating the slogan somewhere as well.,7,task,Inform
ES2002d,B,58.27,59.8,1.53,ES2002d.B.dialog-act.dharshi.15,,,,,,,,,False, Anything I've missed?,3,elicit,Elicit-Inform
ES2002d,A,59.26,59.39,0.13,ES2002d.A.dialog-act.dharshi.1,,,,,,,,,False, No.,1,task,Inform
ES2002d,B,59.8,61.11,1.31,ES2002d.B.dialog-act.dharshi.16,,,,,,,,,False, Okay,1,task,Assess
ES2002d,B,61.11,64.89,3.78,ES2002d.B.dialog-act.dharshi.17,,,,,,,,,False, um so uh,3,minor,Stall
ES2002d,B,64.89,68.34,3.45,ES2002d.B.dialog-act.dharshi.18,A,B,3.41,6.62,False,False,0.0,[],False, if you want to present your prototype go ahead.,9,task,Suggest
ES2002d,D,70.11,70.86,0.75,ES2002d.D.dialog-act.dharshi.1,,,,,,,,,False, Uh-oh.,1,other,Other
ES2002d,D,70.86,74.7,3.84,ES2002d.D.dialog-act.dharshi.2,,,,,,,,,False, This is it?,3,task,Inform
ES2002d,A,71.75,74.016,2.266,ES2002d.A.dialog-act.dharshi.2,D,B,0.684,3.41,True,False,0.0,[],True," Ninja Homer, made in Japan.",5,other,Be-Positive
ES2002d,D,74.7,76.8,2.1,ES2002d.D.dialog-act.dharshi.3,D,A,0.0,0.684,True,False,0.0,[],True," Um, there are a few changes we've made.",8,task,Inform
ES2002d,D,76.8,85.19,8.39,ES2002d.D.dialog-act.dharshi.4,D,D,1.38,0.0,False,False,0.0,[],False," Um, well look at the expense sheet, and uh it turned to be quite a lot expensive to have open up and have lots of buttons and stuff inside,",29,task,Inform
ES2002d,B,76.93,77.46,0.53,ES2002d.B.dialog-act.dharshi.21,,,,,,,,,False, Okay.,1,task,Assess
ES2002d,B,79.57,80.19,0.62,ES2002d.B.dialog-act.dharshi.19,,,,,,,,,False, Mm.,1,minor,Backchannel
ES2002d,B,84.93,85.28,0.35,ES2002d.B.dialog-act.dharshi.20,,,,,,,,,False, Mm-hmm.,1,minor,Backchannel
ES2002d,D,85.19,86.57,1.38,ES2002d.D.dialog-act.dharshi.5,,,,,,,,,False, so instead we've um,4,minor,Stall
ES2002d,D,86.57,90.37,3.8,ES2002d.D.dialog-act.dharshi.6,D,D,0.0,1.38,False,False,0.0,[],False," this is gonna be an L_C_D_ screen, um just a a very very basic one,",15,task,Inform
ES2002d,D,90.37,95.42,5.05,ES2002d.D.dialog-act.dharshi.7,D,D,3.21,0.0,False,False,0.0,[],False, very small um with access to the menu through the the scroll wheel and uh confirm,16,task,Inform
ES2002d,D,96.64,98.63,1.99,ES2002d.D.dialog-act.dharshi.8,,,,,,,,,False, um button.,2,task,Inform
ES2002d,C,98.46,98.75,0.29,ES2002d.C.dialog-act.dharshi.1,,,,,,,,,False, Mm 'kay.,2,minor,Backchannel
ES2002d,D,98.63,101.71,3.08,ES2002d.D.dialog-act.dharshi.9,A,D,0.21,3.21,False,False,0.0,[],False," Uh, apart from that, it's just pretty much the same as we discussed last time.",15,task,Inform
ES2002d,A,101.92,106.23,4.31,ES2002d.A.dialog-act.dharshi.3,A,D,0.16,0.21,True,False,0.0,[],True, And there isn't uh d it doesn't open up to the advanced functions?,13,task,Inform
ES2002d,A,106.39,111.34,4.95,ES2002d.A.dialog-act.dharshi.4,A,A,1.42,0.16,False,False,0.0,[],False," the advanced functions are still hidden from you, but they're hidden in the sense that um they're not in use.",20,task,Inform
ES2002d,C,111.8,112.25,0.45,ES2002d.C.dialog-act.dharshi.2,,,,,,,,,False, Where are they?,3,elicit,Elicit-Inform
ES2002d,A,112.76,115.76,3.0,ES2002d.A.dialog-act.dharshi.5,B,A,0.32,1.42,False,False,0.0,[],False, Um they're in the L_C_D_ panel and the jog-dial?,9,task,Inform
ES2002d,C,114.85,115.84,0.99,ES2002d.C.dialog-act.dharshi.3,,,,,,,,,False," Ah, right.",2,other,Comment-About-Understanding
ES2002d,A,115.76,116.422,0.662,ES2002d.A.dialog-act.dharshi.6,,,,,,,,,False, Okay 'cause,2,minor,Fragment
ES2002d,C,115.84,116.18,0.34,ES2002d.C.dialog-act.dharshi.4,,,,,,,,,False, Great.,1,task,Assess
ES2002d,B,116.08,118.16,2.08,ES2002d.B.dialog-act.dharshi.22,A,A,-0.06,0.32,True,True,0.06,['ES2002d.A.dialog-act.dharshi.7'],True, So w what kind of thing uh is gonna be,10,elicit,Elicit-Inform
ES2002d,D,116.111,116.522,0.411,ES2002d.D.dialog-act.dharshi.10,,,,,,,,,False,,0,minor,Fragment
