meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
IS1007c,A,52.49,55.38,2.89,IS1007c.A.dialog-act.s9553330.1,A,,4.87,,True,False,0.0,[],False, So we come to the third meetings.,7,other,Be-Positive
IS1007c,A,55.38,55.76,0.38,IS1007c.A.dialog-act.s9553330.2,,,,,,,,,False, I have,2,minor,Fragment
IS1007c,A,57.099,59.01,1.911,IS1007c.A.dialog-act.s9553330.3,,,,,,,,,False, good.,1,task,Assess
IS1007c,C,58.712,60.118,1.406,IS1007c.C.dialog-act.s9553330.1,,,,,,,,,False,,0,minor,Fragment
IS1007c,A,60.25,68.23,7.98,IS1007c.A.dialog-act.s9553330.4,A,A,0.0,4.87,False,False,0.0,[],False, Um so in the last meeting we have discussed the functional design,12,task,Inform
IS1007c,A,68.23,72.63,4.4,IS1007c.A.dialog-act.s9553330.5,A,A,3.76,0.0,False,False,0.0,[],False, and now we will talk about the conceptual design.,9,task,Inform
IS1007c,A,76.39,85.24,8.85,IS1007c.A.dialog-act.s9553330.6,C,A,-3.65,3.76,False,True,3.65,['IS1007c.C.dialog-act.s9553330.2'],False, So we will talk about some specific details.,8,task,Inform
IS1007c,C,81.59,88.08,6.49,IS1007c.C.dialog-act.s9553330.2,C,A,0.0,-3.65,True,False,0.0,[],False, Okay so I think I will do my presentation on the components concept,13,other,Offer
IS1007c,C,88.08,92.084,4.004,IS1007c.C.dialog-act.s9553330.3,C,C,19.216,0.0,False,False,0.0,[],False, so can you please uh open uh,7,task,Suggest
IS1007c,C,96.85,98.2,1.35,IS1007c.C.dialog-act.s9553330.4,,,,,,,,,False, I'm participant two.,3,task,Inform
IS1007c,C,102.57,103.85,1.28,IS1007c.C.dialog-act.s9553330.5,,,,,,,,,False, Components design.,2,task,Inform
