meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
ES2011a,A,34.27,37.14,2.87,ES2011a.A.dialog-act.dharshi.1,,,,,,,,,False, Here we go.,3,task,Inform
ES2011a,A,37.14,39.15,2.01,ES2011a.A.dialog-act.dharshi.2,,,,,,,,,False, Welcome everybody.,2,other,Be-Positive
ES2011a,A,39.15,43.32,4.17,ES2011a.A.dialog-act.dharshi.3,A,,0.0,,True,False,0.0,[],False," Um, I'm Abigail Claflin.",4,task,Inform
ES2011a,A,43.32,44.39,1.07,ES2011a.A.dialog-act.dharshi.4,A,A,2.04,0.0,False,False,0.0,[],False, You can call me Abbie.,5,task,Suggest
ES2011a,A,46.43,50.2,3.77,ES2011a.A.dialog-act.dharshi.5,A,A,1.13,2.04,False,False,0.0,[],False," 'S see. PowerPoint, that's not it.",6,other,Other
ES2011a,A,50.2,51.33,1.13,ES2011a.A.dialog-act.dharshi.6,,,,,,,,,False, There we go.,3,other,Other
ES2011a,A,51.33,56.85,5.52,ES2011a.A.dialog-act.dharshi.7,A,A,1.71,1.13,False,False,0.0,[],False, So this is our kick off meeting. Um,8,task,Inform
ES2011a,A,58.56,62.17,3.61,ES2011a.A.dialog-act.dharshi.8,A,A,0.0,1.71,False,False,0.0,[],False, and I guess we should all get acquainted.,8,task,Inform
ES2011a,A,62.17,64.28,2.11,ES2011a.A.dialog-act.dharshi.9,D,A,0.72,0.0,False,False,0.0,[],False, Let's shall we all introduce ourselves?,6,task,Suggest
ES2011a,D,65.0,70.04,5.04,ES2011a.D.dialog-act.dharshi.1,D,A,0.0,0.72,True,False,0.0,[],True," Hi I'm Chiara, I'm the um Marketing Expert.",8,task,Inform
ES2011a,D,70.04,77.78,7.74,ES2011a.D.dialog-act.dharshi.2,A,D,-0.74,0.0,False,True,0.74,['ES2011a.A.dialog-act.dharshi.10'],False," Um, would you like me to talk about my aims at the moment, or would you like me to just say my name and then we can talk about business later?",31,elicit,Elicit-Assessment
ES2011a,A,77.04,78.99,1.95,ES2011a.A.dialog-act.dharshi.10,D,D,-0.06,-0.74,True,True,0.06,['ES2011a.D.dialog-act.dharshi.3'],False," I think we'll get around to that, yeah.",8,task,Assess
ES2011a,D,78.93,80.51,1.58,ES2011a.D.dialog-act.dharshi.3,A,A,-1.52,-0.06,True,True,1.52,['ES2011a.A.dialog-act.dharshi.11'],False, We'll get round to that later.,6,task,Assess
ES2011a,A,78.99,80.79,1.8,ES2011a.A.dialog-act.dharshi.11,D,D,-0.28,-1.52,True,True,0.28,['ES2011a.D.dialog-act.dharshi.4'],False, So this is just introductions yeah.,6,task,Inform
ES2011a,D,80.51,82.89,2.38,ES2011a.D.dialog-act.dharshi.4,A,A,0.75,-0.28,True,False,0.0,[],False, My name is Chiara and I'm the Marketing Expert.,9,task,Inform
ES2011a,A,82.98,83.64,0.66,ES2011a.A.dialog-act.dharshi.12,,,,,,,,,False, Okay.,1,task,Assess
ES2011a,A,83.64,88.34,4.7,ES2011a.A.dialog-act.dharshi.13,C,D,0.322,0.75,True,False,0.0,[],True," I forgot to s say I'm the Project Manager but I figured you all knew that already,",17,task,Inform
ES2011a,B,84.791,85.572,0.781,ES2011a.B.dialog-act.dharshi.1,,,,,,,,,False,,0,minor,Fragment
ES2011a,C,85.808,86.665,0.857,ES2011a.C.dialog-act.dharshi.1,,,,,,,,,False,,0,minor,Fragment
ES2011a,A,88.34,89.24,0.9,ES2011a.A.dialog-act.dharshi.14,,,,,,,,,False, um so.,2,minor,Stall
ES2011a,C,88.662,93.1,4.438,ES2011a.C.dialog-act.dharshi.2,B,A,0.84,0.322,True,False,0.0,[],True, I'm Stephanie and I am the User Interface Designer.,9,task,Inform
ES2011a,B,93.94,95.68,1.74,ES2011a.B.dialog-act.dharshi.2,A,C,2.58,0.84,True,False,0.0,[],True, I'm Krista and I'm the Industrial Designer.,7,task,Inform
ES2011a,A,96.02,96.35,0.33,ES2011a.A.dialog-act.dharshi.15,,,,,,,,,False, Okay.,1,task,Assess
ES2011a,A,98.26,102.23,3.97,ES2011a.A.dialog-act.dharshi.16,A,B,0.0,2.58,True,False,0.0,[],True, Um so f here's our agenda for today.,8,task,Inform
ES2011a,A,102.23,111.99,9.76,ES2011a.A.dialog-act.dharshi.17,A,A,4.58,0.0,False,False,0.0,[],False," Um we're gonna do some tool training, project plan and discuss then close.",13,task,Inform
ES2011a,A,111.99,116.57,4.58,ES2011a.A.dialog-act.dharshi.18,,,,,,,,,False, Um so.,2,minor,Stall
ES2011a,A,116.57,124.27,7.7,ES2011a.A.dialog-act.dharshi.19,A,A,0.0,4.58,False,False,0.0,[],False," So our aim is to produce a remote control that is original, trendy and user friendly.",16,task,Inform
ES2011a,A,124.27,135.79,11.52,ES2011a.A.dialog-act.dharshi.20,A,A,1.5,0.0,False,False,0.0,[],False," And to do this, we have to um there's certain things we have to consider about functional aspects and conceptual design of the thing.",24,task,Inform
ES2011a,A,135.79,137.29,1.5,ES2011a.A.dialog-act.dharshi.21,,,,,,,,,False, So.,1,minor,Stall
ES2011a,A,137.29,139.55,2.26,ES2011a.A.dialog-act.dharshi.22,A,A,0.0,1.5,False,False,0.0,[],False, We'll get to that.,4,task,Inform
ES2011a,A,139.55,140.41,0.86,ES2011a.A.dialog-act.dharshi.23,A,A,0.0,0.0,False,False,0.0,[],False, Oh there it is.,4,other,Other
ES2011a,A,140.41,144.35,3.94,ES2011a.A.dialog-act.dharshi.24,A,A,0.0,0.0,False,False,0.0,[],False," Right. Functional design, conceptual design and detailed design.",8,task,Inform
ES2011a,A,144.35,150.87,6.52,ES2011a.A.dialog-act.dharshi.25,A,A,0.0,0.0,False,False,0.0,[],False, So throughout our next couple of meetings we'll we'll be covering these things.,13,task,Inform
ES2011a,A,150.87,154.36,3.49,ES2011a.A.dialog-act.dharshi.26,A,A,2.67,0.0,False,False,0.0,[],False, Um so we're gonna try out our white board.,9,task,Inform
ES2011a,A,157.03,164.1,7.07,ES2011a.A.dialog-act.dharshi.27,C,A,2.71,2.67,False,False,0.0,[],False," If we'll all draw our favourite animal, to sum up the characteristics of that animal.",15,task,Inform
ES2011a,C,166.81,169.81,3.0,ES2011a.C.dialog-act.dharshi.3,C,A,3.35,2.71,True,False,0.0,[],True, So you want us to draw it and then talk about it? Or just draw it?,16,elicit,Elicit-Inform
ES2011a,A,166.85,167.28,0.43,ES2011a.A.dialog-act.dharshi.28,,,,,,,,,False, Okay.,1,minor,Backchannel
