meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
ES2014a,A,71.42,72.12,0.7,ES2014a.A.dialog-act.s9553330.1,,,,,,,,,False," Right, so",2,minor,Stall
ES2014a,A,74.44,77.13,2.69,ES2014a.A.dialog-act.s9553330.2,A,,4.32,,True,False,0.0,[],False, start of the first meeting.,5,task,Inform
ES2014a,D,76.13,76.4,0.27,ES2014a.D.dialog-act.s9553330.1,,,,,,,,,False, Mm-hmm.,1,minor,Backchannel
ES2014a,A,77.13,77.86,0.73,ES2014a.A.dialog-act.s9553330.3,,,,,,,,,False, Uh.,1,minor,Backchannel
ES2014a,A,81.45,85.42,3.97,ES2014a.A.dialog-act.s9553330.4,A,A,0.0,4.32,False,False,0.0,[],False," Right, so agenda of the first meeting.",7,task,Inform
ES2014a,A,85.42,92.6,7.18,ES2014a.A.dialog-act.s9553330.5,A,A,0.0,0.0,False,False,0.0,[],False, Where we uh We have twenty five minutes for this meeting.,11,task,Inform
ES2014a,B,91.88,92.33,0.45,ES2014a.B.dialog-act.s9553330.1,,,,,,,,,False, Okay.,1,minor,Backchannel
ES2014a,A,92.6,99.57,6.97,ES2014a.A.dialog-act.s9553330.6,A,A,0.0,0.0,False,False,0.0,[],False, We uh are to get acquainted.,6,task,Inform
ES2014a,A,99.57,102.64,3.07,ES2014a.A.dialog-act.s9553330.7,D,A,2.96,0.0,False,False,0.0,[],False, So does everyone want to say who they are?,9,task,Suggest
ES2014a,A,102.64,104.24,1.6,ES2014a.A.dialog-act.s9553330.8,,,,,,,,,False, that seem sensible?,3,elicit,Elicit-Assessment
ES2014a,D,102.98,103.47,0.49,ES2014a.D.dialog-act.s9553330.2,,,,,,,,,False, Yeah.,1,task,Assess
ES2014a,D,104.86,105.6,0.74,ES2014a.D.dialog-act.s9553330.3,,,,,,,,,False, I'm Robin.,2,task,Inform
ES2014a,D,105.6,106.78,1.18,ES2014a.D.dialog-act.s9553330.4,C,A,1.75,2.96,True,False,0.0,[],True, I'm the Marketing Manager.,4,task,Inform
ES2014a,C,107.64,108.53,0.89,ES2014a.C.dialog-act.s9553330.1,,,,,,,,,False, I'm Louisa.,2,task,Inform
ES2014a,C,108.53,110.13,1.6,ES2014a.C.dialog-act.s9553330.2,B,D,0.89,1.75,True,False,0.0,[],True, I'm the User Interface Designer.,5,task,Inform
ES2014a,B,110.4,111.02,0.62,ES2014a.B.dialog-act.s9553330.2,,,,,,,,,False, I'm Nick.,2,task,Inform
ES2014a,B,111.02,112.59,1.57,ES2014a.B.dialog-act.s9553330.3,A,C,1.69,0.89,True,False,0.0,[],True, I am the Industrial Designer.,5,task,Inform
ES2014a,A,113.32,114.28,0.96,ES2014a.A.dialog-act.s9553330.9,,,,,,,,,False, And I'm Alastair,3,task,Inform
ES2014a,A,114.28,117.87,3.59,ES2014a.A.dialog-act.s9553330.10,A,B,9.59,1.69,True,False,0.0,[],True, and I'm the project leader.,5,task,Inform
ES2014a,A,117.87,118.7,0.83,ES2014a.A.dialog-act.s9553330.11,,,,,,,,,False," Alright okay,",2,minor,Stall
ES2014a,A,118.7,121.79,3.09,ES2014a.A.dialog-act.s9553330.12,,,,,,,,,False, so tool training.,3,task,Inform
ES2014a,A,121.79,122.57,0.78,ES2014a.A.dialog-act.s9553330.13,,,,,,,,,False, Um.,1,minor,Stall
ES2014a,A,125.386,127.46,2.074,ES2014a.A.dialog-act.s9553330.14,,,,,,,,,False, Project plan.,2,other,Other
ES2014a,A,127.46,136.22,8.76,ES2014a.A.dialog-act.s9553330.15,C,A,0.87,9.59,False,False,0.0,[],False, So does anyone have any uh thoughts as to the tool training that uh is required?,16,elicit,Elicit-Inform
ES2014a,B,136.52,137.38,0.86,ES2014a.B.dialog-act.s9553330.4,,,,,,,,,False, Tool training,2,minor,Backchannel
ES2014a,C,137.09,140.02,2.93,ES2014a.C.dialog-act.s9553330.3,A,A,16.86,0.87,True,False,0.0,[],True, I'm not exactly sure what you mean by tool training.,10,other,Comment-About-Understanding
ES2014a,A,140.43,142.65,2.22,ES2014a.A.dialog-act.s9553330.16,,,,,,,,,False, Neither am I.,3,task,Inform
ES2014a,D,141.466,144.912,3.446,ES2014a.D.dialog-act.s9553330.5,,,,,,,,,False,,0,minor,Fragment
ES2014a,C,141.84,142.144,0.304,ES2014a.C.dialog-act.s9553330.4,,,,,,,,,False,,0,minor,Fragment
ES2014a,A,145.91,146.48,0.57,ES2014a.A.dialog-act.s9553330.17,,,,,,,,,False," Oh I see,",3,other,Comment-About-Understanding
ES2014a,A,146.48,148.048,1.568,ES2014a.A.dialog-act.s9553330.18,,,,,,,,,False, so we shouldn't really be,5,minor,Fragment
ES2014a,A,156.88,158.68,1.8,ES2014a.A.dialog-act.s9553330.19,A,C,0.0,16.86,True,False,0.0,[],True," Oh right okay, so.",4,other,Comment-About-Understanding
ES2014a,A,158.68,165.89,7.21,ES2014a.A.dialog-act.s9553330.20,A,A,0.0,0.0,False,False,0.0,[],False," So we have the project team, which is to um basically to come up with a new r remote control device.",21,task,Inform
ES2014a,B,165.061,165.907,0.846,ES2014a.B.dialog-act.s9553330.5,,,,,,,,,False,,0,minor,Fragment
ES2014a,A,165.89,176.82,10.93,ES2014a.A.dialog-act.s9553330.21,A,A,0.0,0.0,False,False,0.0,[],False, Uh we have uh the starting base was the original which has been in existence now for a period of time.,21,task,Inform
ES2014a,A,176.82,186.09,9.27,ES2014a.A.dialog-act.s9553330.22,A,A,0.0,0.0,False,False,0.0,[],False," And uh our idea is to uh to make the new remote control device uh more user friendly than the previous one,",22,task,Inform
ES2014a,A,186.09,190.9,4.81,ES2014a.A.dialog-act.s9553330.23,A,A,0.0,0.0,False,False,0.0,[],False," and to to be trendier, to be with it,",9,task,Inform
ES2014a,A,190.9,197.08,6.18,ES2014a.A.dialog-act.s9553330.24,A,A,3.2,0.0,False,False,0.0,[],False, and therefore to uh to get a bigger market share and bigger audience.,13,task,Inform
ES2014a,B,191.273,193.14,1.867,ES2014a.B.dialog-act.s9553330.6,,,,,,,,,False, Yeah.,1,minor,Backchannel
ES2014a,A,197.08,200.28,3.2,ES2014a.A.dialog-act.s9553330.25,,,,,,,,,False, So um,2,minor,Stall
ES2014a,A,200.28,212.87,12.59,ES2014a.A.dialog-act.s9553330.27,A,A,4.54,3.2,False,False,0.0,[],False," method of doing this is uh split up as you can see into uh the functional design, the conceptional design, and the detailed design",24,task,Inform
